price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
6199,suv,manual,140,sorento,150000,diesel,kia,no,15.67
1050,kombi,manual,90,passat,150000,diesel,volkswagen,,22.17
3750,kombi,automatic,136,4_reihe,150000,diesel,peugeot,no,16
15900,limousine,manual,122,cooper,40000,petrol,mini,no,8.25
4999,bus,manual,145,c_max,100000,petrol,ford,no,15.33
1000,kombi,manual,131,passat,150000,diesel,volkswagen,yes,17.75
1200,kombi,manual,86,megane,150000,diesel,renault,,14.42
3000,limousine,manual,200,s60,150000,petrol,volvo,no,19.08
1750,kombi,manual,116,mondeo,150000,diesel,ford,yes,19.92
3899,small car,manual,69,fox,150000,diesel,volkswagen,no,14.83
799,small car,manual,75,golf,150000,petrol,volkswagen,no,24.58
2200,kombi,,126,primera,150000,diesel,nissan,no,18.33
5800,limousine,manual,170,passat,150000,diesel,volkswagen,no,12.08
170,cabrio,manual,90,escort,150000,petrol,ford,,31.5
2499,limousine,manual,101,golf,150000,petrol,volkswagen,no,21.42
9000,limousine,manual,122,golf,125000,petrol,volkswagen,no,11.25
850,limousine,automatic,125,a4,150000,petrol,audi,no,23.67
3000,limousine,manual,105,golf,150000,diesel,volkswagen,no,14.5
4500,limousine,manual,140,a3,150000,diesel,audi,,17.58
520,,manual,90,1_reihe,150000,diesel,peugeot,no,25.83
5250,kombi,manual,179,a4,150000,diesel,audi,no,18.17
1999,small car,manual,58,twingo,125000,petrol,renault,no,16
2299,kombi,automatic,200,v40,150000,petrol,volvo,no,23.83
1350,limousine,manual,143,3er,150000,diesel,bmw,no,24.5
4900,cabrio,manual,110,mx_reihe,150000,petrol,mazda,no,19.5
590,small car,manual,45,corsa,125000,petrol,opel,no,27
350,small car,manual,60,corsa,150000,petrol,opel,yes,23.92
3200,kombi,manual,80,astra,150000,diesel,opel,,16.25
12800,kombi,automatic,190,a6,150000,diesel,audi,,9.08
5900,cabrio,manual,163,slk,150000,petrol,mercedes_benz,no,17.83
599,coupe,manual,140,3er,150000,petrol,bmw,no,26.25
7990,limousine,manual,122,passat,90000,petrol,volkswagen,no,12.75
2000,small car,manual,60,2_reihe,60000,petrol,peugeot,no,19.42
4100,limousine,manual,75,golf,125000,petrol,volkswagen,no,16.75
3500,limousine,automatic,70,jetta,150000,,volkswagen,,37
3750,suv,manual,82,jimny,125000,petrol,suzuki,no,18.92
250,,manual,116,3er,150000,petrol,bmw,,25.75
12696,,manual,200,passat,150000,petrol,volkswagen,,3.5
900,limousine,manual,155,156,5000,petrol,alfa_romeo,no,21.92
7400,limousine,automatic,177,e_klasse,150000,diesel,mercedes_benz,no,16.33
5250,suv,automatic,163,m_klasse,150000,diesel,mercedes_benz,no,19.17
2850,limousine,manual,150,,125000,diesel,chevrolet,yes,10.83
18150,coupe,automatic,245,3er,150000,diesel,bmw,no,11.58
3699,limousine,manual,101,a3,150000,petrol,audi,no,20.25
1990,small car,manual,65,picanto,150000,petrol,kia,no,15.08
2900,limousine,manual,125,andere,150000,diesel,saab,,16.67
6150,kombi,manual,120,astra,150000,diesel,opel,no,13.08
1250,bus,manual,90,andere,150000,,citroen,,16
550,limousine,manual,163,andere,150000,petrol,renault,no,21.92
8500,kombi,manual,143,c_klasse,125000,petrol,mercedes_benz,no,16.75
850,kombi,manual,102,3er,150000,petrol,bmw,no,24
2950,cabrio,manual,115,golf,150000,petrol,volkswagen,no,22.67
1200,kombi,manual,72,megane,150000,diesel,renault,no,20.5
1500,limousine,manual,116,vectra,20000,petrol,opel,no,25.42
7100,suv,manual,150,rav,125000,petrol,toyota,no,17.67
6300,small car,manual,77,punto,60000,petrol,fiat,no,8.75
800,kombi,,60,2_reihe,150000,petrol,peugeot,yes,17.5
1000,small car,manual,54,micra,125000,petrol,nissan,no,22.75
1850,small car,manual,60,lupo,150000,petrol,volkswagen,no,17
600,limousine,automatic,101,vectra,150000,petrol,opel,no,20.08
12300,small car,manual,105,500,10000,petrol,fiat,no,6.5
5100,limousine,manual,140,4_reihe,70000,petrol,peugeot,no,13.25
10600,,,190,juke,60000,petrol,nissan,,4.92
8900,limousine,manual,140,golf,150000,diesel,volkswagen,no,10.25
350,limousine,manual,113,80,150000,petrol,audi,,30.33
1350,limousine,manual,75,golf,150000,petrol,volkswagen,no,21.58
499,small car,manual,110,3_reihe,150000,petrol,peugeot,yes,21
19500,limousine,manual,170,q3,80000,petrol,audi,no,8.33
4800,kombi,manual,131,passat,150000,diesel,volkswagen,no,15.33
1000,small car,manual,65,2_reihe,150000,petrol,peugeot,no,21.83
900,small car,manual,75,andere,70000,petrol,skoda,no,23.25
500,limousine,manual,174,a4,150000,petrol,audi,no,25
12500,limousine,manual,177,x_reihe,150000,diesel,bmw,no,14
600,small car,manual,60,polo,150000,petrol,volkswagen,yes,20.92
4990,coupe,manual,90,one,125000,petrol,mini,no,16.92
1350,coupe,manual,102,3er,150000,petrol,bmw,no,25.33
4750,coupe,automatic,71,fortwo,60000,petrol,smart,,11.08
8999,bus,manual,114,vivaro,150000,diesel,opel,,12.08
23500,coupe,manual,272,tt,100000,petrol,audi,no,12.58
9999,small car,manual,200,1er,150000,diesel,bmw,no,12.67
6850,bus,manual,88,sprinter,150000,diesel,mercedes_benz,no,12.33
12800,kombi,automatic,179,andere,125000,diesel,audi,no,14.58
600,small car,manual,60,polo,150000,petrol,volkswagen,,22.92
19200,kombi,manual,156,c_klasse,100000,petrol,mercedes_benz,no,9.67
7200,small car,automatic,90,corsa,80000,petrol,opel,no,12
1759,limousine,manual,120,laguna,150000,diesel,renault,no,16.42
9990,limousine,manual,116,1er,80000,diesel,bmw,no,9.83
1100,limousine,automatic,150,passat,150000,diesel,volkswagen,,20.17
1350,small car,manual,60,clio,150000,petrol,renault,no,23
4500,limousine,manual,90,golf,150000,diesel,volkswagen,no,15.08
4390,,automatic,61,a2,150000,diesel,audi,,3.25
24499,kombi,automatic,140,passat,40000,diesel,volkswagen,no,6.25
16750,limousine,manual,122,a_klasse,30000,petrol,mercedes_benz,no,7.33
150,limousine,manual,90,80,150000,petrol,audi,yes,29.92
290,kombi,manual,100,,150000,petrol,ford,,24.67
2690,kombi,automatic,179,a4,150000,diesel,audi,yes,16.25
9499,,automatic,116,cooper,30000,petrol,mini,no,4
1000,,manual,179,omega,150000,,opel,no,4
7750,limousine,automatic,354,c_klasse,150000,petrol,mercedes_benz,no,18.42
8500,limousine,automatic,218,5er,150000,diesel,bmw,no,17.92
300,small car,manual,55,punto,100000,petrol,fiat,no,23.42
13550,kombi,manual,140,a4,90000,diesel,audi,no,13.42
2400,kombi,automatic,116,bora,150000,,volkswagen,,21
12500,coupe,manual,177,1er,150000,diesel,bmw,no,12.17
2650,limousine,manual,90,golf,150000,diesel,volkswagen,no,22.67
4200,cabrio,manual,140,mx_reihe,150000,petrol,mazda,no,20.5
4200,limousine,manual,90,golf,150000,petrol,volkswagen,no,16.58
15800,cabrio,manual,143,1er,60000,petrol,bmw,no,9.17
8950,cabrio,automatic,163,clk,150000,petrol,mercedes_benz,no,17.42
890,small car,manual,50,twingo,150000,petrol,renault,no,21.08
36000,kombi,automatic,408,e_klasse,80000,petrol,mercedes_benz,no,9.58
830,limousine,manual,114,primera,100000,petrol,nissan,yes,19.17
1950,limousine,manual,170,5er,150000,petrol,bmw,no,23.42
1500,small car,manual,80,punto,125000,petrol,fiat,no,18.58
4220,limousine,manual,150,3er,150000,diesel,bmw,no,19.75
5999,limousine,manual,102,golf,150000,lpg,volkswagen,yes,11.75
12500,limousine,automatic,224,andere,150000,petrol,mercedes_benz,no,46.75
34500,limousine,automatic,258,x_reihe,60000,diesel,bmw,no,8.92
1990,kombi,automatic,178,a6,150000,diesel,audi,,19
1500,kombi,manual,101,passat,150000,petrol,volkswagen,,20.75
599,small car,manual,54,clio,125000,petrol,renault,no,23.75
900,,,54,seicento,125000,petrol,fiat,no,2.33
5700,suv,manual,141,sportage,150000,lpg,kia,no,13.75
11900,bus,manual,129,sprinter,150000,diesel,mercedes_benz,no,9.25
850,limousine,automatic,130,primera,150000,petrol,nissan,,22.33
1450,,manual,50,arosa,150000,petrol,seat,no,3
4300,small car,manual,75,polo,150000,petrol,volkswagen,no,17
3800,suv,manual,150,andere,150000,petrol,ford,no,15.67
1500,small car,manual,75,twingo,150000,petrol,renault,,19.25
2000,cabrio,manual,86,andere,150000,petrol,fiat,no,35.42
11500,bus,automatic,140,touran,150000,diesel,volkswagen,no,9.58
450,small car,manual,59,fiesta,150000,petrol,ford,,22.25
4950,kombi,manual,231,5er,150000,petrol,bmw,no,19
39900,coupe,automatic,241,andere,150000,petrol,mercedes_benz,no,42.58
3999,bus,automatic,190,espace,150000,petrol,renault,,19
3599,bus,manual,133,andere,150000,lpg,mitsubishi,no,16.67
11000,suv,manual,170,tiguan,125000,petrol,volkswagen,,12
4200,bus,manual,88,transporter,150000,diesel,volkswagen,no,18.5
17100,limousine,manual,140,golf,30000,petrol,volkswagen,no,6.67
2999,,automatic,115,a4,150000,,audi,,3.83
1290,limousine,automatic,102,3er,150000,petrol,bmw,no,25.83
8499,small car,manual,69,500,40000,petrol,fiat,no,7.08
4990,others,manual,150,a3,150000,petrol,audi,no,17.75
13750,suv,automatic,170,sorento,80000,diesel,kia,no,11.75
6900,kombi,manual,90,andere,90000,petrol,peugeot,no,11.5
16500,limousine,automatic,184,c_klasse,20000,petrol,mercedes_benz,no,11.58
6690,kombi,manual,140,octavia,150000,diesel,skoda,no,15.75
850,small car,manual,75,polo,150000,petrol,volkswagen,,20.42
650,small car,manual,54,corsa,150000,petrol,opel,,20.58
8900,limousine,manual,110,astra,150000,diesel,opel,no,10.67
26499,coupe,automatic,265,e_klasse,125000,diesel,mercedes_benz,no,9.5
2900,,manual,90,transporter,150000,,volkswagen,,30.08
7690,small car,manual,90,polo,70000,diesel,volkswagen,no,10.92
7250,limousine,manual,170,3er,150000,petrol,bmw,no,18
140,,manual,60,corsa,150000,,opel,,4.67
1100,limousine,manual,75,logan,150000,petrol,dacia,no,14.33
2650,coupe,automatic,204,4_reihe,125000,diesel,peugeot,yes,15.75
7250,cabrio,manual,192,z_reihe,100000,petrol,bmw,no,23.58
7499,cabrio,manual,116,eos,150000,petrol,volkswagen,no,14.33
11200,cabrio,manual,150,eos,80000,petrol,volkswagen,no,14.67
13890,kombi,manual,116,astra,40000,petrol,opel,no,8.83
1800,kombi,manual,136,3er,150000,diesel,bmw,no,19.5
2599,,automatic,179,a6,150000,diesel,audi,,3.75
4100,bus,manual,144,carnival,125000,diesel,kia,no,13.42
160,small car,manual,45,1_reihe,150000,petrol,peugeot,yes,26.58
9990,,manual,100,,30000,petrol,opel,,3.42
8200,coupe,manual,122,c_klasse,125000,diesel,mercedes_benz,no,16.75
1800,,manual,150,5er,150000,petrol,bmw,no,3.5
325,small car,manual,60,polo,150000,petrol,volkswagen,yes,24.42
7300,small car,manual,80,corsa,80000,petrol,opel,no,11.58
500,kombi,automatic,144,850,150000,petrol,volvo,yes,25.5
11990,suv,manual,152,freelander,150000,diesel,land_rover,no,13.58
350,,manual,125,andere,150000,petrol,ford,,22.25
2500,small car,manual,60,lupo,125000,petrol,volkswagen,no,17.42
3999,bus,manual,156,ducato,150000,diesel,fiat,yes,14.67
5200,kombi,automatic,204,e_klasse,150000,diesel,mercedes_benz,no,17.92
7000,bus,automatic,140,touran,40000,diesel,volkswagen,no,7.42
450,small car,manual,55,golf,150000,petrol,volkswagen,no,30.92
1000,kombi,manual,125,vectra,150000,petrol,opel,,19.67
10000,limousine,manual,170,a6,150000,petrol,audi,no,11.25
3600,cabrio,manual,136,3_reihe,125000,petrol,peugeot,no,17
999,limousine,manual,109,andere,150000,petrol,rover,no,20.17
15000,cabrio,manual,67,,150000,petrol,sonstige_autos,no,40.58
2850,small car,manual,68,,125000,petrol,citroen,no,12.17
2790,limousine,manual,122,andere,125000,petrol,chevrolet,,15.92
6499,kombi,automatic,170,a4,150000,petrol,audi,no,16.5
990,small car,manual,54,corsa,125000,petrol,opel,no,20.08
3800,kombi,automatic,299,a6,150000,petrol,audi,no,21.5
450,,manual,116,mondeo,150000,diesel,ford,yes,15.42
8890,suv,manual,174,touareg,150000,diesel,volkswagen,no,16.33
1875,kombi,automatic,162,v70,150000,petrol,volvo,,20.75
10950,limousine,manual,340,3er,150000,petrol,bmw,no,19.75
1799,kombi,manual,90,golf,150000,diesel,volkswagen,no,20.42
5900,bus,manual,125,c_max,50000,petrol,ford,no,13.58
17800,coupe,automatic,231,andere,125000,petrol,mercedes_benz,no,12.83
3800,bus,manual,145,5_reihe,150000,petrol,mazda,,15.92
450,kombi,manual,193,a4,150000,petrol,audi,,22.08
750,,manual,102,golf,150000,,volkswagen,,4
2200,small car,manual,68,yaris,125000,petrol,toyota,no,19.25
4250,coupe,manual,193,clk,150000,petrol,mercedes_benz,,21.58
450,,manual,102,3er,150000,petrol,bmw,,20.67
14599,kombi,automatic,160,a4,150000,petrol,audi,no,12.58
15999,limousine,manual,182,focus,50000,petrol,ford,no,8.08
7899,limousine,manual,80,golf,60000,petrol,volkswagen,no,12.33
3850,small car,manual,90,corsa,70000,petrol,opel,yes,16
11250,limousine,manual,140,astra,60000,petrol,opel,no,10.92
1190,small car,manual,69,ka,150000,petrol,ford,no,15.08
150,limousine,manual,101,golf,150000,petrol,volkswagen,,24.92
4850,small car,manual,80,corsa,90000,petrol,opel,no,12.42
400,small car,manual,60,andere,150000,petrol,peugeot,,21.67
15900,bus,automatic,140,sharan,150000,diesel,volkswagen,no,8.08
3500,kombi,manual,140,touran,150000,diesel,volkswagen,,13.58
3750,small car,manual,88,2_reihe,125000,petrol,peugeot,no,12.67
2750,kombi,manual,101,passat,150000,diesel,volkswagen,no,19.5
2200,others,manual,109,andere,150000,diesel,volkswagen,no,19.08
12480,small car,manual,160,500,40000,petrol,fiat,no,11.17
9950,limousine,automatic,140,passat,100000,diesel,volkswagen,no,11.75
6000,limousine,automatic,95,civic,50000,,honda,no,14.42
6999,bus,automatic,140,golf,150000,diesel,volkswagen,no,13.17
1900,limousine,manual,60,corsa,150000,petrol,opel,,15.5
2900,small car,manual,50,lupo,125000,petrol,volkswagen,no,18.25
2000,limousine,manual,100,transporter,125000,diesel,volkswagen,,20.08
24400,cabrio,automatic,204,z_reihe,50000,petrol,bmw,no,9.17
1600,others,manual,90,andere,150000,,seat,no,20
1200,limousine,manual,163,galant,150000,petrol,mitsubishi,no,22.25
20595,cabrio,automatic,160,,20000,petrol,sonstige_autos,no,5.17
11000,kombi,manual,136,v50,125000,diesel,volvo,no,14.25
2990,limousine,automatic,101,astra,100000,petrol,opel,no,22.92
27990,suv,automatic,224,gl,150000,diesel,mercedes_benz,no,13.75
34980,suv,automatic,420,,150000,lpg,sonstige_autos,no,9.67
2500,cabrio,manual,90,tigra,150000,petrol,opel,no,15.42
3500,limousine,manual,170,3er,150000,petrol,bmw,,22
3990,small car,manual,77,punto,100000,petrol,fiat,no,14.67
4100,small car,manual,60,clio,40000,petrol,renault,,10
2000,limousine,manual,101,golf,150000,diesel,volkswagen,no,19
11000,kombi,manual,170,a4,150000,diesel,audi,no,13.25
850,limousine,manual,75,vectra,150000,petrol,opel,no,22.25
6000,coupe,manual,110,andere,100000,petrol,opel,,40.42
11999,kombi,automatic,140,passat,150000,diesel,volkswagen,no,8.08
16290,cabrio,manual,105,golf,30000,diesel,volkswagen,no,8.25
750,bus,manual,150,andere,150000,petrol,mitsubishi,no,21.25
1450,kombi,manual,120,laguna,150000,petrol,renault,,20.92
16990,kombi,automatic,218,5er,150000,diesel,bmw,yes,8.17
4150,cabrio,manual,115,3er,150000,petrol,bmw,no,25.92
5000,small car,manual,82,fiesta,125000,petrol,ford,no,11.25
7000,kombi,manual,170,159,125000,diesel,alfa_romeo,no,11.92
1800,limousine,manual,102,passat,150000,petrol,volkswagen,no,20
1200,kombi,manual,102,c_klasse,150000,diesel,mercedes_benz,no,21.83
999,limousine,manual,105,golf,125000,petrol,volkswagen,yes,18.92
5900,limousine,automatic,224,a6,150000,diesel,audi,no,16.58
26900,coupe,automatic,204,c_klasse,70000,diesel,mercedes_benz,no,9.5
4299,kombi,manual,101,astra,150000,diesel,opel,no,12.25
3950,kombi,manual,101,passat,150000,diesel,volkswagen,,18.42
699,limousine,manual,75,golf,150000,petrol,volkswagen,,26.92
3800,coupe,manual,143,c_klasse,150000,diesel,mercedes_benz,no,17.58
13500,limousine,manual,218,3er,100000,petrol,bmw,,14.08
2700,kombi,manual,130,mondeo,150000,diesel,ford,no,17.17
3999,limousine,manual,150,3er,150000,diesel,bmw,no,16.83
1200,small car,manual,75,clio,150000,petrol,renault,yes,17.08
49500,coupe,manual,345,911,70000,petrol,porsche,no,16.33
4500,cabrio,manual,202,mustang,150000,petrol,ford,,31.58
250,small car,manual,50,polo,150000,petrol,volkswagen,no,24.92
900,limousine,manual,103,delta,150000,petrol,lancia,no,22.67
1000,limousine,manual,103,andere,150000,petrol,alfa_romeo,yes,22.33
800,limousine,manual,102,3er,150000,petrol,bmw,yes,24.83
2990,coupe,manual,131,andere,150000,petrol,ford,no,20.5
6899,limousine,manual,163,c_klasse,150000,petrol,mercedes_benz,no,15.58
3999,kombi,manual,109,3_reihe,90000,petrol,peugeot,no,13.67
999,small car,manual,59,twingo,150000,petrol,renault,no,19.67
16800,kombi,manual,184,5er,150000,diesel,bmw,no,10.83
3500,small car,manual,58,twingo,70000,petrol,renault,no,13.33
999,limousine,manual,136,e_klasse,150000,,mercedes_benz,,28
650,small car,manual,75,almera,150000,petrol,nissan,,19
15590,cabrio,manual,160,golf,40000,petrol,volkswagen,no,8.08
550,,manual,75,,150000,petrol,renault,yes,3.42
6700,kombi,automatic,150,e_klasse,150000,diesel,mercedes_benz,,16.5
2950,,automatic,41,,150000,diesel,smart,,3
1499,small car,manual,50,polo,150000,petrol,volkswagen,no,24.67
1500,,manual,106,scenic,125000,petrol,renault,no,21.33
2500,small car,manual,68,2_reihe,150000,diesel,peugeot,,18.58
8700,kombi,manual,170,a4,150000,diesel,audi,no,13.42
370,,manual,90,carisma,125000,petrol,mitsubishi,,4.75
12399,limousine,manual,156,c_klasse,80000,petrol,mercedes_benz,no,12.33
500,small car,manual,52,golf,150000,petrol,volkswagen,no,25.42
1150,kombi,manual,136,omega,150000,petrol,opel,no,20.25
1850,small car,manual,100,golf,150000,petrol,volkswagen,,23
10990,small car,manual,82,c1,5000,petrol,citroen,no,4.17
2400,small car,manual,75,clio,150000,petrol,renault,no,14.08
699,small car,manual,60,polo,150000,petrol,volkswagen,no,23.17
6600,small car,manual,111,fiesta,60000,petrol,ford,no,10.25
2500,small car,manual,95,forfour,150000,petrol,smart,no,16.92
1750,coupe,manual,140,3er,150000,petrol,bmw,no,24.58
5000,limousine,automatic,140,touran,150000,diesel,volkswagen,no,15.92
2000,limousine,manual,140,golf,150000,diesel,volkswagen,yes,15.25
750,small car,manual,60,corsa,150000,petrol,opel,no,24.42
7490,suv,manual,150,rav,125000,petrol,toyota,no,17.42
1000,,manual,122,c_klasse,150000,petrol,mercedes_benz,no,4.42
1699,limousine,automatic,211,omega,150000,petrol,opel,no,20
1500,limousine,manual,101,3er,150000,petrol,bmw,no,30.17
900,cabrio,manual,90,,150000,petrol,volkswagen,no,24
6500,kombi,manual,145,mondeo,125000,petrol,ford,no,13.25
20900,limousine,manual,131,qashqai,30000,diesel,nissan,no,6.75
1250,limousine,manual,105,vectra,150000,petrol,opel,,22.17
12200,limousine,automatic,122,golf,60000,petrol,volkswagen,no,11.5
20200,limousine,automatic,179,leon,50000,petrol,seat,no,6.25
22900,coupe,automatic,309,,60000,petrol,sonstige_autos,no,6.25
18500,coupe,automatic,170,scirocco,70000,diesel,volkswagen,no,8.08
4190,limousine,manual,286,5er,150000,petrol,bmw,no,21.25
1250,limousine,manual,150,5er,150000,petrol,bmw,no,23.08
500,small car,manual,75,golf,150000,petrol,volkswagen,no,26.25
500,limousine,manual,75,andere,5000,petrol,nissan,no,25
10900,cabrio,manual,140,a4,150000,diesel,audi,no,14.17
350,kombi,manual,115,vectra,150000,diesel,opel,yes,23.92
449,limousine,manual,115,carisma,150000,petrol,mitsubishi,no,23.92
2399,limousine,automatic,125,c_klasse,150000,diesel,mercedes_benz,no,23
5200,kombi,manual,140,golf,150000,diesel,volkswagen,no,13.83
5999,limousine,manual,150,leon,150000,diesel,seat,,15.42
1650,limousine,manual,105,3er,150000,petrol,bmw,,21.5
2200,limousine,manual,102,carisma,150000,,mitsubishi,,19
1290,limousine,automatic,150,e_klasse,150000,petrol,mercedes_benz,no,23.42
13890,cabrio,automatic,179,c_reihe,125000,diesel,volvo,no,12.17
1100,kombi,automatic,150,c_klasse,150000,diesel,mercedes_benz,,25
5200,bus,automatic,116,sharan,150000,diesel,volkswagen,no,17.08
600,small car,manual,60,punto,150000,petrol,fiat,no,20.75
4000,others,manual,90,,150000,petrol,bmw,no,18.67
12549,kombi,manual,143,a4,150000,diesel,audi,no,12.92
500,small car,manual,54,corsa,125000,petrol,opel,,20
56000,suv,automatic,170,andere,5000,diesel,mercedes_benz,no,5.92
1450,kombi,manual,84,astra,150000,petrol,opel,no,19.25
100,limousine,manual,75,astra,150000,petrol,opel,no,23.25
1950,,manual,60,arosa,125000,petrol,seat,no,3.83
